"alpha","lambda","deviance"
1,0.25109861018541,1.41699811220773
1,0.169675184887932,1.40977035876109
1,0.274869926864496,1.42520021741787
1,0.236404477026682,1.43336027192403
1,2.55920968098346,1.43340001972168
0.1,1.27919523273914,1.40849127371752
0.1,1.13386045332809,1.39639024580036
0.95,0.197283089759766,1.40661253008627
1,0.310101916894951,1.42907268144199
1,0.274869926864496,1.42579974338135
1,0.25109861018541,1.41322962459591
1,0.258784711164997,1.42393786437421
0.4,0.339459032268302,1.38065352594627
1,0.291954947239219,1.41137204954848
1,0.283283665246289,1.42961526349704
0.1,1.10018394322126,1.40450056767356
0.1,0.918120038810755,1.33174153381269
1,0.283283665246289,1.43719666646522
0.35,0.329376843143987,1.40634495178903
1,0.25109861018541,1.43592502766198
1,0.25109861018541,1.41578018690862
0.1,1.168567797724,1.41676518378201
1,0.283283665246289,1.42713498515427
1,0.180221642348607,1.40786764998719
1,0.502358027626453,1.42326805444079
1,0.274869926864496,1.4101189822644
1,0.283283665246289,1.42204752438237
1,0.141596492381456,1.32255452213572
1,2.48319922446375,1.42643671423615
0.55,0.17486892372948,1.3652209175581
0.2,0.472960350969269,1.3424694582031
1,0.291954947239219,1.41581295185303
1,0.601976007907228,1.41893257809115
1,0.274869926864496,1.4075896703644
0.1,0.41922532560406,1.25095140037871
0.95,0.17486892372948,1.40642553545238
1,0.266706082854464,1.41704714576496
1,0.274869926864496,1.42650930111243
1,0.274869926864496,1.43341191024058
1,0.266706082854464,1.43464580229954
1,0.283283665246289,1.42331248218534
1,0.25109861018541,1.42897568788293
0.1,1.20433753013378,1.41198432252676
1,0.159745899502266,1.35179475148514
1,0.17486892372948,1.41681594260453
1,0.155001325879188,1.39207496106083
1,0.382969857104811,1.42079706185761
1,0.274869926864496,1.41138862001428
1,0.258784711164997,1.42267781423689
1,0.601976007907228,1.42017167966874
0.5,0.319594102636075,1.40787911980859
1,0.258784711164997,1.43465308700576
0.4,0.283283665246289,1.3755132110427
0.6,0.222570235323057,1.32162389798878
1,0.121781400795994,1.31271657145742
0.15,0.789637811959594,1.37386758727082
1,0.291954947239219,1.43401811720433
1,0.274869926864496,1.41073738160002
1,0.243640792198287,1.41829234726427
1,0.25109861018541,1.42895911741713
1,0.283283665246289,1.41514083901326
0.1,1.168567797724,1.41198895247447
0.25,0.382969857104811,1.32190864799606
0.2,0.319594102636075,1.27369200738734
1,0.236404477026682,1.4132389103555
1,0.243640792198287,1.42266362081165
1,0.25109861018541,1.4176443688221
1,0.236404477026682,1.42647415912746
1,0.22938308587002,1.42093618025488
1,0.283283665246289,1.42014352053701
1,0.291954947239219,1.41450586921184
1,0.258784711164997,1.43211649039954
1,0.243640792198287,1.43790047069398
1,0.25109861018541,1.43343839211094
1,0.141596492381456,1.33640028079434
1,0.101628409607465,1.31688650854835
1,0.274869926864496,1.42582529775377
0.4,0.349849836098401,1.371618418586
1,2.55920968098346,1.42142942689972
1,0.258784711164997,1.42518832689898
1,0.266706082854464,1.42518602399264
1,0.258784711164997,1.42082031332368
1,0.25109861018541,1.43400652853841
1,0.266706082854464,1.44095817122379
0.1,0.566748749532454,1.30934014160758
1,0.283283665246289,1.40822196127229
1,0.258784711164997,1.41764904876901
1,0.620402427633912,1.42015050339026
0.1,0.918120038810755,1.39121212720188
1,0.25109861018541,1.44791679676242
1,0.243640792198287,1.41073277578734
1,0.283283665246289,1.41766093928791
1,0.258784711164997,1.42267290657124
1,0.319594102636075,1.41700739796731
0.1,0.721348309706679,1.40176799878812
0.4,0.360558701296653,1.41548342150887
0.1,1.13386045332809,1.41748379773404
1,0.266706082854464,1.45166150333644
1,0.266706082854464,1.41953440696097
1,0.291954947239219,1.43161749025238
1,0.22938308587002,1.42139198200841
1,0.258784711164997,1.41766554510058
1,0.274869926864496,1.43033273157931
1,0.25109861018541,1.41575663358957
1,0.258784711164997,1.42897568788293
1,0.445283007909467,1.42334064131707
1,0.25109861018541,1.41826276815773
1,0.222570235323057,1.42329130590686
1,0.266706082854464,1.43088690230028
1,2.55920968098346,1.4384378432304
1,2.55920968098346,1.4170166837269
1,0.243640792198287,1.42018794828157
0.5,0.310101916894951,1.4232116582013
0.1,0.864392230058568,1.42637257856305
1,0.274869926864496,1.4333907339621
1,1.168567797724,1.41324121326184
1,0.58409686673527,1.42526674893886
1,0.197283089759766,1.42046569757091
1,0.300891656225037,1.41700739796731
1,2.13569894935,1.42895681451079
1,0.243640792198287,1.42705979351868
1,0.283283665246289,1.42453739033769
0.1,1.00503777274751,1.41239565722262
1,0.25109861018541,1.42395413298704
1,0.25109861018541,1.42835030569406
0.1,1.13386045332809,1.43262255516016
1,0.864392230058568,1.43908440169775
0.1,0.766184973757914,1.42164991036184
1,0.266706082854464,1.41891170366564
1,0.236404477026682,1.42016677200309
0.15,0.639392878051992,1.40054617217757
1,0.164635704004738,1.37696360101403
1,0.129350936458175,1.38941111291297
1,0.258784711164997,1.41767252795383
0.75,0.22938308587002,1.41164858149023
1,0.258784711164997,1.42646985516775
1,0.25109861018541,1.41891370471901
0.1,1.10018394322126,1.40497540916089
1,0.243640792198287,1.4163750329252
1,0.266706082854464,1.44164945928867
1,0.243640792198287,1.42212832346282
1,0.283283665246289,1.41764206591576
1,0.283283665246289,1.41261352816663
1,0.274869926864496,1.42455365895052
1,0.25109861018541,1.42966199414793
1,0.25109861018541,1.41451545682439
1,0.236404477026682,1.42205681014196
0.95,0.133310354468046,1.35758889463708
0.1,1.10018394322126,1.42030718102427
0.1,0.601976007907228,1.35346350323744
0.1,1.27919523273914,1.38877427596786
1,0.22938308587002,1.42270336860931
0.1,1.20433753013378,1.41064802915667
1,0.258784711164997,1.41762349439659
1,0.258784711164997,1.42835728854731
1,0.222570235323057,1.43591544004942
1,0.258784711164997,1.43213068382477
0.1,0.620402427633912,1.35630670133149
1,0.25109861018541,1.44099331320876
1,0.141596492381456,1.3857851138803
1,0.310101916894951,1.42400907584211
1,0.180221642348607,1.40727733294265
1,0.236404477026682,1.4245888009355
0.45,0.41922532560406,1.42271541801225
0.1,0.81380853897214,1.39990238514979
1,0.258784711164997,1.42769446146713
0.35,0.222570235323057,1.32055779539125
0.15,0.566748749532454,1.38912751834697
1,0.125509116147594,1.29579144442702
0.6,0.141596492381456,1.19105391769516
1,0.258784711164997,1.41638431868478
1,0.169675184887932,1.39872864560667
1,0.258784711164997,1.42018096542832
1,0.11465482961254,1.3822030089226
1,0.266706082854464,1.44610380525505
1,1.13386045332809,1.41890672186576
1,0.266706082854464,1.428319843656
0.1,0.620402427633912,1.35829165372438
0.5,0.222570235323057,1.36242173087518
1,0.258784711164997,1.43281331177505
1,0.310101916894951,1.42015288043082
1,0.25109861018541,1.43347844176157
1,0.25109861018541,1.41386659545071
0.75,0.209545564765974,1.41204381012812
0.1,0.864392230058568,1.36678374573995
0.45,0.319594102636075,1.41760303199258
1,0.53358296822039,1.4201574862435
1,0.236404477026682,1.41891400657198
1,0.274869926864496,1.43027809057722
0.8,0.209545564765974,1.4034105630019
0.1,0.864392230058568,1.42125340638829
1,0.283283665246289,1.41830719590228
1,0.145930745518084,1.38774988278952
1,0.274869926864496,1.42331946503859
0.9,0.283283665246289,1.42384345673556
0.1,0.81380853897214,1.37890068368978
1,0.258784711164997,1.41830021304904
1,0.300891656225037,1.42911042818627
1,0.243640792198287,1.41893488099749
1,0.243640792198287,1.42208496927368
0.1,0.81380853897214,1.38199394001762
1,0.222570235323057,1.42203823862279
1,0.243640792198287,1.42270106570297
0.8,0.185738207098907,1.32746610777141
1,0.243640792198287,1.43340001972168
1,0.258784711164997,1.44287636849438
0.2,0.406774017444134,1.33155108172527
0.1,0.946223592727165,1.38850718008684
0.1,0.58409686673527,1.35078750648883
1,0.145930745518084,1.38274205816953
0.1,0.81380853897214,1.39820804291247
0.1,1.10018394322126,1.42702676465873
1,0.266706082854464,1.43220880401169
1,0.319594102636075,1.4264602675552
0.7,0.150397669668919,1.37551904182644
1,0.17486892372948,1.41495148875704
1,0.266706082854464,1.42645789051463
1,0.243640792198287,1.41259956246014
1,0.258784711164997,1.4302589153521
1,0.258784711164997,1.41641715776342
0.85,0.274869926864496,1.42014490371833
0.55,0.329376843143987,1.42518467388288
0.15,0.566748749532454,1.33248937879036
1,0.283283665246289,1.43839571839218
1,0.25109861018541,1.43776573039064
0.7,0.360558701296653,1.42838735503974
0.1,0.946223592727165,1.39103999452936
1,0.25109861018541,1.43288682614928
0.1,1.06750765084815,1.41408287054415
1,0.274869926864496,1.41324121326184
1,2.55920968098346,1.41449197763957
1,0.236404477026682,1.41452243967764
1,0.258784711164997,1.42396341874663
1,0.155001325879188,1.38884196224804
1,0.145930745518084,1.33040758244772
1,0.258784711164997,1.41641017491017
1,0.155001325879188,1.34090800684542
1,0.22938308587002,1.42641814271698
0.1,1.13386045332809,1.41082935779128
0.1,0.721348309706679,1.36989673491679
0.1,0.766184973757914,1.39145489017851
0.25,0.487437615555506,1.38488066598416
1,0.291954947239219,1.4359938620893
1,0.25109861018541,1.42644399894236
1,0.258784711164997,1.43398795701924
1,0.11465482961254,1.38424632812796
1,0.274869926864496,1.42265894086475
0.35,0.339459032268302,1.38546143271445
1,0.236404477026682,1.41200211168425
1,0.25109861018541,1.43083786874305
0.45,0.394692522521684,1.42265714878871
1,0.25109861018541,1.42332875079817
0.1,0.658964624079209,1.35322239371534
1,0.864392230058568,1.42017167966874
0.1,0.81380853897214,1.39983910188078
1,0.283283665246289,1.41768181371342
1,0.258784711164997,1.41073277578734
1,0.283283665246289,1.43715922157391
1,0.236404477026682,1.4082126755127
0.1,1.03580186898816,1.38319576417232
0.2,0.549915884486638,1.32526287866001
0.95,0.197283089759766,1.41079902008592
1,0.125509116147594,1.31005902126929
0.1,0.679135459110547,1.33924030054186
1,0.274869926864496,1.42646725040844
1,0.266706082854464,1.41513125140071
1,0.266706082854464,1.42966199414793
0.2,0.432057766944192,1.32266188096709
1,0.164635704004738,1.38077390208055
1,0.243640792198287,1.42772262059886
1,0.283283665246289,1.42835030569406
0.8,0.180221642348607,1.3601451551682
1,0.266706082854464,1.41260424240704
1,0.266706082854464,1.43525491587558
0.55,0.243640792198287,1.39328346104351
1,0.283283665246289,1.42078517133871
1,0.258784711164997,1.42517904113939
1,0.266706082854464,1.4428551922159
1,0.243640792198287,1.43084715450263
1,0.266706082854464,1.41574734782999
0.65,0.25109861018541,1.41523710318031
0.3,0.215959731572498,1.24763848155645
1,0.291954947239219,1.42142712399338
0.4,0.236404477026682,1.36566399111418
0.85,0.159745899502266,1.34372347652741
1,0.258784711164997,1.44477929878433
0.4,0.159745899502266,1.24916985561509
1,0.121781400795994,1.24996161340413
1,0.150397669668919,1.37710315607361
0.1,1.06750765084815,1.39479053887256
1,0.243640792198287,1.44660280540221
1,0.300891656225037,1.43213996958436
1,0.274869926864496,1.42390740233615
1,0.141596492381456,1.33455190910563
1,0.258784711164997,1.43336027192403
1,0.283283665246289,1.42458181808225
1,0.283283665246289,1.42521909079001
1,0.274869926864496,1.42961756640338
1,0.25109861018541,1.42835030569406
1,0.243640792198287,1.43466237276534
1,0.180221642348607,1.40872409500029
1,0.155001325879188,1.39551701382296
1,0.266706082854464,1.41513823425395
1,0.243640792198287,1.41825816234505
1,0.274869926864496,1.43839341548584
1,0.310101916894951,1.44918382975298
1,0.274869926864496,1.42519791451153
1,0.266706082854464,1.43654312514463
0.1,1.72933802965782,1.4188635192193
1,0.274869926864496,1.42520021741787
1,0.266706082854464,1.42725177958342
1,0.283283665246289,1.42645328470195
1,0.169675184887932,1.41984735091376
1,0.185738207098907,1.41745949488402
1,0.274869926864496,1.42206639775451
1,0.274869926864496,1.42844499634678
1,0.258784711164997,1.42770605013305
1,0.310101916894951,1.42269876279663
1,0.150397669668919,1.39284077129516
1,0.22938308587002,1.43021478946052
1,0.25109861018541,1.42016677200309
1,0.274869926864496,1.43399724277882
0.15,0.838719129293492,1.4044427897667
1,0.155001325879188,1.30810666557153
0.2,0.487437615555506,1.39467735413154
1,0.258784711164997,1.41575663358957
1,0.22938308587002,1.41952051538871
0.1,0.975187393353533,1.41438605596081
1,0.266706082854464,1.42348299011863
1,0.382969857104811,1.43282727748154
0.85,0.209545564765974,1.42461876765701
1,0.329376843143987,1.42266592371799
1,0.22938308587002,1.43528805680718
1,0.502358027626453,1.42077588557912
1,0.266706082854464,1.43147951954475
0.1,0.789637811959594,1.3693064970988
1,0.243640792198287,1.42394224246815
1,0.150397669668919,1.3450150324161
1,0.291954947239219,1.42832475132165
1,0.22938308587002,1.41198584307142
0.3,0.458913072053426,1.42527993750186
1,0.258784711164997,1.42584417112591
1,0.274869926864496,1.41953240590761
1,0.215959731572498,1.42527369604054
1,0.17486892372948,1.38820966738973
1,0.274869926864496,1.43291783642565
1,0.236404477026682,1.41260424240704
1,0.180221642348607,1.4136733093843
1,0.283283665246289,1.43225353360922
0.35,0.291954947239219,1.34287457340974
1,0.243640792198287,1.42143871265931
1,0.169675184887932,1.39309125155606
1,0.082291501656317,1.20745855587172
1,0.339459032268302,1.42264504929248
1,0.274869926864496,1.43657128427635
1,0.274869926864496,1.41954399457353
0.1,0.601976007907228,1.35704861721204
0.1,1.24120217013827,1.42402213687113
0.55,0.25109861018541,1.42743999802594
